listing_id,total_reviews,avg_rating
7452083,71,4.96
21642372,72,4.99
37834451,72,4.78
33997170,75,4.73
48710238,75,4.79
39752076,78,4.68
6.00E+17,86,4.81
6.03E+17,86,4.93
45450156,87,4.85
23034323,87,4.94
6.09E+17,88,4.8
49550796,92,4.71
2263350,93,4.65
18313435,94,4.73
5.91E+17,99,4.19
41298255,99,4.38
8646332,99,4.8
16825256,99,4.76
52987235,104,4.89
48973758,104,4.67
47962755,106,4.93
18826674,110,4.78
36258139,110,4.65
563607,113,4.76
52939714,115,4.83
53957479,115,4.95
53958255,115,4.96
53958894,119,4.92
52240980,120,4.48
5089725,123,4.85
36257592,124,4.85
39604044,127,4.33
18313133,129,4.81
1571112,134,4.94
33096397,152,4.93
43676822,152,4.71
33276776,154,4.88
30101500,165,4.91
35201832,170,4.91
3861766,176,4.93
8646530,177,4.85
5.91E+17,185,4.36
33277098,186,4.79
7800582,202,4.79
15343995,216,4.87
41528513,238,4.81
23464005,241,4.63
36260091,244,4.65
9171118,254,4.92
26579917,263,4.91
8363399,338,4.77
18598439,371,4.78
4083095,384,4.9
18288362,390,4.77
16405079,397,4.71
2346018,410,4.57
52240462,421,4.44
12865283,432,4.88
18949151,443,4.8
19142630,472,4.82
53556450,18,4.67
9318555,104,4.6
54353625,110,4.96
4936102,7,4.86
8933705,64,4.62
27466057,150,4.77
37303418,215,4.98
20049395,238,4.88
6.72E+17,2,5
8.83E+17,2,3.5
8.40E+17,5,4.4
6.66E+17,6,5
49692169,7,4.86
8606256,10,4.89
7.82E+17,13,5
53172204,35,5
29923648,39,5
24936527,74,4.68
19093209,82,4.48
21135212,95,4.67
42776834,99,4.55
37299481,161,5
4417414,1,5
49838391,1,5
39194624,1,0
12902944,1,4
6.44E+17,1,5
8.88E+17,2,5
5.85E+17,3,5
44004664,4,5
18422244,5,3.2
7.02E+17,7,4.86
28581396,7,4.33
21869442,9,4.78
627758,12,4.58
52382557,27,4.81
5.78E+17,31,4.68
41498029,60,4.75
45076831,65,4.83
13096118,78,4.73
6.67E+17,80,4.96
6.85E+17,86,4.9
6.64E+17,91,4.89
6.64E+17,102,4.85
2308259,130,4.73
53939227,132,4.55
39445808,159,4.81
47338049,205,4.86
27631877,207,4.95
30798257,252,4.91
33830823,324,4.82
35343181,341,4.81
30325364,359,4.56
6.14E+17,1,5
4468741,1,5
47312241,2,5
52188587,2,5
8.12E+17,2,5
43375153,2,5
7.01E+17,4,2
37456647,4,5
8.36E+17,6,4.67
25882830,6,5
16286331,7,4.57
53290703,8,4.88
8.36E+17,8,4.75
54054615,10,4.2
46488085,10,4.9
654835,14,4.62
7.85E+17,22,5
41612888,25,4.25
53939398,28,4.68
16811541,28,5
25629848,29,5
5.70E+17,32,5
53939485,35,4.43
7.55E+17,38,4.89
7.09E+17,39,4.72
6.65E+17,41,4.76
27723741,43,4.58
5372128,53,4.47
52382433,54,4.87
7.08E+17,61,4.95
2685655,64,4.78
46529527,66,4.62
53557825,68,4.9
50499105,77,4.95
6.63E+17,78,4.85
2241084,97,4.9
16343789,121,4.69
26605048,133,4.89
15658197,135,4.7
53939672,160,4.41
38385816,170,4.68
34449825,178,4.97
6438519,187,4.87
53939250,192,4.56
4325533,193,4.81
5318112,194,4.87
50092809,200,4.73
17593445,232,4.85
17784595,237,4.97
9973170,242,4.96
26786454,245,4.96
19872890,264,4.92
3651862,272,4.85
30394567,443,4.87
8.83E+17,1,5
6.14E+17,1,5
8.84E+17,1,5
16204459,1,5
6674537,1,4
46470715,1,3
42870950,1,5
5.94E+17,2,5
48920550,2,5
53200199,2,1.5
16285755,3,4.67
16285598,4,5
16285366,5,4.8
16218083,7,4.43
16286156,7,4.71
638604,7,3.29
53937890,10,4.7
16174330,12,4.83
16202179,13,4.85
28584343,13,4.23
28584255,16,4.5
17303429,17,4.75
4924193,17,5
7.03E+17,18,5
53938276,23,4.04
6.74E+17,24,5
326938,25,4.8
6.88E+17,33,4.88
6.70E+17,47,4.94
52382504,49,4.76
18811872,52,4.88
6.59E+17,58,4.93
7660850,59,4.86
11105778,65,4.88
6.05E+17,66,5
18669853,79,4.75
5.54E+17,85,4.74
3997598,91,4.79
50545033,96,4.94
53939232,108,4.52
51667347,113,4.85
5903980,114,4.98
20166874,139,4.53
11767916,148,4.82
16741874,149,4.79
13926632,182,4.65
17234433,188,4.66
8645356,194,4.82
20438692,221,4.88
8645554,228,4.82
47992072,232,4.74
8645700,236,4.76
20437717,241,4.85
17044362,252,4.98
7801335,253,4.76
5166322,420,4.88
5075773,459,4.85
7.63E+17,19,5
9430567,58,4.74
6.65E+17,50,4.88
8.83E+17,1,2
49519591,48,4.75
5.82E+17,54,4.89
5239084,92,4.87
45721067,3,5
53908710,4,4.5
23717829,14,4.79
44406768,16,4.88
7.59E+17,22,4.59
23076529,24,4.83
16162225,47,5
6.14E+17,56,4.79
51923187,61,4.74
36259395,154,4.73
2551952,158,4.97
31809354,243,4.96
794213,279,4.59
24771408,309,4.64
24771697,442,4.53
42403468,1,5
54399394,1,5
48564277,2,5
8.83E+17,3,5
35225056,3,3.67
31599341,5,4.6
42256081,10,4.2
3011894,13,4.92
42255732,17,4.53
24376463,20,4.45
20957404,21,4.75
9920493,27,4.36
7.78E+17,41,4.71
52563901,45,4.98
6.59E+17,46,4.57
24656817,46,4.96
1778080,66,4.46
36930675,68,4.79
8206306,68,4.47
47392078,73,4.93
37018830,90,4.93
50030333,91,4.84
62122,122,4.85
889302,126,4.74
14117917,139,4.76
11168876,153,4.88
16635517,175,4.98
50285306,182,4.71
18566562,186,4.82
13417691,199,4.92
17733797,200,4.95
22077110,221,4.72
14865465,240,4.77
17700270,271,4.77
33070034,300,4.73
24769267,313,4.67
4604357,336,4.85
24771122,357,4.67
28253557,400,4.97
37593447,1,5
37553802,1,5
44147355,1,3
42105576,1,4
42938744,1,5
42194513,1,2
42938773,1,5
43147860,1,5
6.28E+17,1,5
48231829,1,5
13030607,1,5
12433404,1,0
26296408,1,4
8.83E+17,1,5
8.16E+17,1,5
13153398,1,3
22342450,1,5
9410545,2,5
33587463,2,4.5
42532796,2,5
5.72E+17,2,4.5
32807714,2,5
37553551,3,5
17723426,3,5
37554297,4,4.75
47429290,4,5
8.85E+17,4,4
46472746,4,4.75
2501387,5,4.4
49900790,5,3.8
6.68E+17,5,4.6
46862752,5,4.8
15345702,5,4.8
16600553,5,4.8
27771577,6,5
16691141,6,4.67
13649140,6,4.83
20093002,6,5
12650953,8,5
34466500,9,5
8.83E+17,9,4.56
12634006,11,4.91
16309873,12,4.67
18569197,14,5
42251836,14,3.71
12324845,15,4.8
7438473,15,4.87
32087,16,4.86
49900745,18,4.56
3645740,18,4.88
9496542,19,4.93
8.00E+17,20,4.8
1688139,22,4.3
10418749,22,5
42255228,23,4.59
7.68E+17,29,4.34
37743958,29,4.52
41319051,31,4.77
15935211,34,4.79
3996972,38,4.92
32476053,38,4.95
53648674,44,5
6.57E+17,44,4.82
10368464,44,4.91
28757369,56,4.77
11087176,57,4.6
10311634,58,4.79
6431931,65,4.76
31953126,70,4.74
1641184,74,4.89
48628617,77,4.53
49900831,78,4.58
28109182,81,4.83
5051005,85,4.93
48628611,85,4.51
5589,95,4.54
51000373,99,4.78
27812793,105,4.74
36258704,108,4.74
13685445,113,4.88
30740961,123,4.81
36229440,124,4.72
35878322,132,4.8
36257002,133,4.72
30739818,139,4.83
43676824,178,4.65
19586234,183,4.55
1112617,188,4.81
14913168,192,4.84
46433753,219,4.99
22076921,225,4.54
32941255,246,4.98
48113885,273,4.31
40500030,320,4.93
25742193,363,4.69
20538744,542,4.95
17141233,604,4.79
14353375,614,4.7
25185724,66,4.56
25798423,96,4.88
40950779,5,3.8
17650262,60,4.93
29011049,101,4.94
8.15E+17,10,5
5.90E+17,18,5
50137065,25,4.44
48380683,62,4.95
14590973,90,4.55
27879405,143,4.66
25380396,147,4.93
892183,229,4.62
6881428,453,4.89
7.37E+17,13,4.85
6.83E+17,21,5
7.27E+17,21,4.95
6.19E+17,22,5
6.14E+17,24,4.83
14426998,31,4.8
14426673,37,4.84
6.89E+17,41,4.9
38800413,55,4.8
6.75E+17,62,5
21354341,66,4.89
19650280,68,4.47
16142893,72,4.83
40160080,129,4.98
14555537,169,4.92
5593096,286,4.76
9.02E+17,1,4
28836027,2,3.5
16864365,10,4.78
32341970,15,4.8
48298402,16,4.63
52809535,19,5
6.60E+17,21,4.86
7.60E+17,24,4.88
6333552,26,5
46419375,29,4.72
49594740,47,5
52436834,47,4.87
14886854,51,4.96
51583699,56,4.88
25474562,65,4.82
44519347,68,4.66
44465992,70,4.69
44998055,71,4.68
34644786,80,4.84
44998087,83,4.84
53862600,84,4.86
27220012,86,4.98
31338157,93,4.75
3898306,93,4.72
28863314,103,4.87
24941379,112,4.46
51602782,112,4.79
28960863,131,4.94
23972524,133,4.59
52583446,140,4.91
44702772,148,4.8
18547083,174,4.68
2516656,176,4.94
32613185,186,4.99
52092,196,4.35
15419112,197,4.91
19767321,199,4.87
45770135,228,4.96
8.76E+17,1,5
41575870,1,5
8.84E+17,1,5
8.84E+17,1,5
8.84E+17,1,5
8.17E+17,1,5
40471247,1,1
6.39E+17,1,5
8.41E+17,1,5
19507382,1,5
40950820,1,5
8.84E+17,2,5
48039578,2,5
26445685,2,4.5
48480522,2,3
14184210,2,5
53603351,2,3
8.85E+17,3,4.67
8.77E+17,3,4.67
8.41E+17,3,3.33
19823942,3,3.67
8.85E+17,5,5
48734014,5,3.2
48498928,5,4.4
8.68E+17,5,5
7.96E+17,5,4.4
8.26E+17,5,4.6
13697918,6,4
8.78E+17,6,4.5
41570712,6,4.83
16544641,7,4
48324388,7,3.86
40815014,8,5
7.19E+17,8,4.25
48253207,8,4.63
17025961,9,4.67
28125608,9,4.5
8.05E+17,10,4.5
48498997,10,4.7
16664148,10,4.8
46447349,12,4.83
8.05E+17,12,4.25
48420639,13,4.15
7.83E+17,13,5
5.99E+17,14,5
8.06E+17,15,4.93
52436715,17,4.59
45313686,17,4.94
7.34E+17,19,5
47949791,19,4.74
48754351,19,4.32
6.75E+17,20,4.8
53843598,20,4.55
48267834,20,4.3
5.68E+17,22,4.64
52436840,23,4.65
52436766,23,4.57
5.90E+17,24,4.08
13698365,24,4.63
48622303,24,4.63
6.95E+17,25,4.84
19829493,25,4.68
38783401,26,4.96
7.60E+17,26,4.77
6.43E+17,26,4.88
34303124,27,4.96
40183958,29,5
46419097,30,4.73
33198326,31,4.97
51070667,32,4.97
5.95E+17,32,4.72
14744997,32,4.83
48483204,33,4.39
16874804,34,4.68
7.42E+17,36,5
7.15E+17,36,4.97
48601162,39,4.59
47196271,42,4.74
47904846,42,4.6
48498771,42,4.64
17638871,42,4.93
48326333,43,4.35
18172755,43,4.79
19552660,44,4.93
13501642,45,4.93
17802334,48,4.96
6.36E+17,54,4.85
21185273,54,4.56
44666220,57,4.91
6.61E+17,58,4.91
34676985,58,4.98
48751974,58,4.6
51565005,58,4.88
41566665,58,4.69
5.96E+17,64,4.95
50012393,71,4.82
5.55E+17,71,4.73
24250678,82,4.73
21103562,86,4.92
36512982,87,4.77
36204632,90,4.94
45291574,94,4.95
38902013,94,4.97
48206931,97,4.54
8409891,109,4.81
49854819,110,4.8
5.94E+17,113,4.92
21578601,118,4.43
16215950,121,4.79
31016026,122,4.76
10173162,136,4.9
23004319,138,4.9
21475020,144,4.88
21520487,146,4.86
49198979,152,4.99
22690411,165,4.99
16514018,174,4.91
34473469,181,4.96
50438579,182,4.99
175608,188,4.3
40748525,191,4.9
39437109,224,4.95
23644899,238,4.88
27309215,239,4.93
5405966,247,4.85
3136813,272,4.71
11721962,285,4.95
10097934,300,4.75
23053269,311,4.42
24473622,315,4.89
11031641,330,4.92
5825904,333,4.63
22568357,349,4.95
22704423,383,4.9
33497636,396,4.78
33498604,407,4.82
1628328,433,4.92
18689667,601,4.89
6881600,635,4.84
32202044,1,4
16353039,1,5
32801568,1,3
8.84E+17,1,5
8.88E+17,1,5
6590621,1,5
50070189,1,4
7.47E+17,1,5
7.80E+17,1,5
12152164,1,5
6.93E+17,1,4
42430178,1,0
8.55E+17,1,5
8.63E+17,2,5
8.84E+17,2,5
8.84E+17,2,5
40712972,2,5
36791323,2,3
6.68E+17,2,4.5
8.94E+17,2,5
5.96E+17,2,5
16928186,2,5
6.69E+17,2,4.5
7.70E+17,2,4.5
6.68E+17,3,5
8.84E+17,4,5
8.85E+17,4,4.75
8.84E+17,4,5
8.19E+17,4,4.5
8.84E+17,4,5
48313254,4,4.5
23919462,4,5
6.49E+17,4,5
16490471,5,5
20945085,5,4.8
51134713,5,4.8
5.96E+17,5,4.8
12183872,5,5
8.85E+17,6,4.83
47952346,6,4
48950666,6,4
13513245,6,5
8.85E+17,7,4.71
8.85E+17,7,4.86
16999869,7,5
48764314,8,3.88
45740772,10,4.8
48498684,12,4.5
48882791,14,4.07
6.33E+17,17,4.82
48281550,17,4.29
6.80E+17,17,4.65
48420788,21,4.29
1813962,23,4.73
902573,23,4.74
17640610,23,5
47950478,24,4.63
50245979,26,4.38
23959984,26,4.68
48133696,29,4.69
47904079,32,4.63
50246179,34,4.35
7.28E+17,35,4.97
6.14E+17,35,4.89
48734193,36,4.39
29206059,37,4.92
5286261,38,4.94
20676811,38,4.77
46428174,39,4.82
44519337,40,4.55
6.85E+17,40,4.43
50137546,40,4.6
5.62E+17,41,4.85
5.89E+17,41,4.59
6.57E+17,42,4.88
44519348,42,4.86
48977323,42,4.31
50246239,43,4.6
50246213,44,4.57
15552175,45,4.98
48480619,45,4.76
51469358,50,4.6
5.96E+17,51,4.92
19864452,53,4.98
48752131,58,4.66
48602008,60,4.42
48238638,61,4.51
42490650,64,4.92
6.07E+17,68,5
28434873,69,4.25
48883039,79,4.54
50357674,79,4.8
16395494,84,4.93
39650278,92,4.67
20302745,96,4.98
13913758,99,4.88
48950835,102,4.65
52246295,103,4.83
50520639,107,4.91
48313097,109,4.64
30037580,110,5
9028780,112,4.87
47976480,114,4.87
23978671,118,4.55
7677038,119,4.92
43220779,123,4.72
5018679,129,4.83
48167321,133,4.92
3601131,147,4.77
18033653,160,4.88
23978800,161,4.62
31987896,162,4.59
290001,164,4.84
815855,164,4.22
42247870,168,4.92
50356183,173,4.91
26452635,181,4.86
40950787,184,4.41
30291498,210,4.86
23148309,227,4.7
30289153,240,4.88
30290466,246,4.78
19724962,248,4.81
24618350,252,4.78
12202079,260,4.97
33854482,270,4.95
12243205,277,4.92
1416138,286,4.78
20842924,294,4.78
34311072,314,4.97
5592949,339,4.85
33498856,372,4.78
24646004,395,4.95
4244705,406,4.84
1026034,435,4.94
20138171,573,4.84
5755232,618,4.92
7.11E+17,8,4.75
25628990,5,5
23936205,10,5
8.18E+17,13,4.77
12431578,11,4.6
54295605,38,4.82
47273654,3,4.67
29991611,3,5
46141540,5,4.6
25165298,1,5
8.84E+17,1,5
17509422,2,4.5
8.69E+17,3,4.33
23915943,5,4.8
39058403,7,5
23855155,8,4.88
8.03E+17,8,4.25
16379151,13,4.92
51625092,13,4.77
43923337,20,4.25
7.09E+17,22,4.91
39083672,23,4.91
16448459,29,4.97
44678950,34,4.85
5986989,61,4.8
6157551,219,4.48
8.32E+17,1,5
19507167,1,5
45223908,1,5
7.36E+17,1,5
7.11E+17,2,5
6.72E+17,2,4.5
8.37E+17,3,5
23558219,3,5
36067662,5,4.6
196429,7,4.2
6.67E+17,7,4.86
51510888,7,4.57
50364056,8,5
22516816,10,4.7
5.81E+17,22,4.95
40182964,30,4.3
37458898,32,4.94
31444864,32,4.87
24731528,50,4.88
4482916,54,4.31
4978586,58,4.79
26067478,60,4.8
54215403,86,4.99
51907544,90,4.51
48769123,104,4.82
13208131,117,4.62
32083321,134,4.68
16348636,137,4.94
201116,221,4.49
20217934,1,5
49627173,1,5
40632048,1,5
25910521,1,5
12026532,2,5
19912376,2,5
23686072,2,5
44088653,2,3.5
27199803,3,5
6.72E+17,4,2.25
22479866,4,5
42388653,5,4.8
40988436,5,4.8
20437419,6,4.67
37916753,6,5
22893510,7,4.86
53702742,7,5
7.70E+17,11,4.91
27570172,20,4.35
51887022,21,5
2111965,23,4.83
2547672,23,4.87
3851703,24,4.92
40171821,29,4.93
17107031,31,4.87
23959952,32,4.63
6.21E+17,33,4.88
7.26E+17,35,4.94
6128357,36,4.61
29189874,36,4.97
26995160,38,4.91
4033904,42,4.88
18265537,44,4.91
23670148,44,4.5
45516768,45,4.78
5.68E+17,51,4.63
11357292,53,4.65
46714908,61,4.39
7385563,72,4.77
50194682,75,4.95
21717185,86,4.87
18076615,88,4.99
155859,130,4.87
6956685,132,4.9
1978626,148,4.93
15755522,183,4.84
22712422,222,4.89
23791737,282,4.91
21730002,302,4.89
11838693,415,4.89
8353034,679,4.92
8.79E+17,9,4.89
5.56E+17,41,4.71
6.44E+17,1,5
8.78E+17,4,5
52041391,33,4.79
49690180,56,4.91
34748179,89,4.82
6.68E+17,1,5
8.54E+17,10,4.9
8.36E+17,12,4.67
5.48E+17,15,5
7.52E+17,21,4.71
52339597,26,4.65
5.95E+17,27,4.96
29594500,32,4.91
40489781,37,4.97
50154232,50,4.72
1003792,56,4.44
5.68E+17,58,4.93
1520425,75,4.77
6.25E+17,92,4.82
9168908,147,4.95
16312601,162,4.95
1177438,268,4.75
47491462,1,5
50676691,2,5
9.04E+17,3,5
17480877,3,5
46962264,3,5
7.96E+17,4,5
53205272,4,5
26124265,4,5
14083967,4,5
52593789,5,5
48699869,6,5
46451238,8,5
42451061,9,4.89
8.31E+17,12,4.83
7.78E+17,13,4.77
48702391,14,4.86
51963661,15,4.67
8.02E+17,19,5
7.93E+17,20,4.95
52912226,50,4.82
17926693,60,4.97
20651859,73,4.96
12535607,87,4.99
31306721,135,4.88
45916182,147,4.93
46935328,151,4.74
16462028,152,4.8
22833646,159,4.94
6746916,160,4.83
49790764,161,4.87
49792401,162,4.86
46937902,175,4.82
20604877,191,4.95
37185264,192,4.92
41352395,235,4.96
8964989,242,4.81
8.41E+17,1,2
8.62E+17,1,2
8.62E+17,1,5
8.03E+17,1,5
7.12E+17,1,5
8.41E+17,1,5
6.95E+17,1,5
15494076,1,5
8.41E+17,2,3
8.87E+17,2,5
15419652,2,5
8.21E+17,2,5
8.94E+17,2,5
8.21E+17,3,4.33
1750913,3,5
42645490,3,5
18408563,3,5
8.84E+17,4,5
8.21E+17,6,4.83
7.60E+17,8,4.5
8.42E+17,8,4.75
31066028,8,5
8.49E+17,8,4.75
7.62E+17,9,3.89
6.59E+17,11,4.45
53067586,14,5
27281,15,4.77
16693813,15,5
8.31E+17,16,4.56
6.19E+17,16,4.69
18109324,19,4.83
8.06E+17,20,4.8
6.40E+17,21,4.29
53557947,27,4.93
14447623,28,4.96
6.14E+17,33,4.27
6.13E+17,33,3.64
13683939,33,4.94
16478043,35,4.24
20299513,36,4.77
52533356,40,4.9
41718233,40,4.13
42039308,40,4.83
49532596,44,4.77
34913078,44,4.8
41718261,48,4.65
6.45E+17,49,4.96
46298082,50,4.12
53494834,51,4.8
19311563,54,4.85
42939091,56,5
3789313,60,4.6
6.41E+17,62,4.98
20850507,71,4.56
54230875,72,4.83
6.78E+17,74,4.96
48431239,79,4.92
18544136,80,4.75
45185261,82,4.88
19329377,85,4.46
28028316,87,4.97
10574467,89,4.97
5834173,89,4.96
7.26E+17,90,4.4
47802409,104,4.85
49932041,108,4.96
33167831,113,4.92
34737822,115,4.95
20850591,118,4.5
48134650,118,4.61
36940209,121,4.9
20850080,123,4.67
51489662,125,4.91
47344011,129,4.68
26004413,134,4.78
20850266,138,4.69
16634181,143,4.76
42879511,147,4.81
2098615,151,4.85
50111565,160,4.91
25580143,179,4.64
45648413,180,4.95
51816428,186,4.9
43341208,186,4.73
10384001,189,4.78
42834842,189,4.74
8967038,214,4.94
4616068,233,4.74
8965848,245,4.87
22308082,254,4.78
5862637,262,4.85
39388806,292,4.92
23997894,330,4.9
13112085,567,4.76
46987837,1,5
16242339,1,5
40394019,1,5
50065710,1,5
7.02E+17,1,5
46469835,1,5
7.83E+17,1,1
322611,1,0
8.97E+17,1,5
6.91E+17,1,5
9.02E+17,1,5
6.04E+17,2,5
9.10E+17,2,5
7.29E+17,2,5
8.17E+17,2,4.5
8.17E+17,2,3
24679376,2,5
8.84E+17,3,5
7.78E+17,3,4
8.69E+17,3,5
31290549,4,3.33
18432474,4,5
48698210,4,5
27930601,4,4.25
7.13E+17,4,5
49254495,5,5
8.56E+17,5,4.8
46626850,5,5
6.45E+17,6,4.83
8811756,6,5
16545176,6,5
22553714,6,5
19458263,6,5
43401597,7,4.86
7.51E+17,7,4.14
8.17E+17,7,4
31824034,7,3.6
48656829,7,4.57
33455792,7,5
37945689,7,4.86
28030381,7,4.71
8.21E+17,8,4.5
14563049,9,4.75
8.17E+17,10,4.6
7.27E+17,10,4.7
33376779,10,4.9
34777844,12,5
48701419,12,4.83
18755044,13,5
8.62E+17,13,4.85
10429628,13,4.92
8.62E+17,14,4.93
22508080,14,5
41195183,15,4.93
7.80E+17,15,5
8.19E+17,16,4.94
20212862,16,4.88
6.12E+17,17,3.24
8.17E+17,17,4.41
6.85E+17,18,4.94
8.15E+17,18,5
16839227,19,4.95
34144445,20,4.8
7.86E+17,22,4.27
6.48E+17,22,4.95
21879862,25,4.84
43246407,26,5
7.33E+17,27,5
16781108,29,4.97
34776723,29,4.79
54229496,29,4.93
43078743,31,5
46377589,31,4.84
6.39E+17,33,5
5660850,35,4.97
38403632,35,4.74
3544432,36,4.74
46372366,36,4.64
46926304,37,4.73
7.21E+17,38,4.92
51893946,39,4.79
27543541,40,4.98
28737073,42,4.95
34665045,42,4.86
50402684,44,4.93
5.59E+17,45,4.87
6.04E+17,46,4.87
6.60E+17,49,4.94
40303292,50,4.68
6.99E+17,52,5
37850686,52,4.52
26192482,57,4.77
49126659,62,4.97
5030765,66,4.89
45524192,68,4.87
48428931,68,4.82
9329121,69,4.77
32421507,69,4.91
12494558,70,4.97
13529372,72,4.86
52669060,72,4.74
44683319,74,4.85
5.83E+17,76,4.97
22718758,78,4.95
40347895,79,4.84
28273187,82,4.9
40152598,84,4.95
5.51E+17,86,4.94
40058973,90,4.49
30989473,92,4.91
18105893,96,4.88
37593687,97,4.9
41558012,99,4.97
53109555,102,4.9
20779267,106,4.74
49029925,106,4.96
36176762,111,4.91
31239154,113,5
51128245,122,5
42073006,122,4.95
44120058,124,4.87
1824864,125,4.92
16764417,126,4.61
40501907,130,4.98
19038305,130,5
29082809,131,4.69
48694746,134,4.89
53415476,140,4.96
19953017,141,4.96
8190920,143,4.86
48216250,144,4.9
19070844,144,4.81
14236884,151,4.42
18142381,152,4.53
51944798,154,4.92
14357248,158,4.96
49737027,159,4.91
37800391,165,4.96
24160728,170,4.73
36694782,172,4.91
9282899,181,4.74
16738134,184,4.98
15720606,184,4.91
18914687,185,4.67
49160564,188,4.89
44119904,188,4.9
1901631,191,4.91
45191510,192,5
34421531,197,4.78
43286567,199,4.94
41028528,205,4.86
15080581,211,4.98
11865642,216,4.89
19500901,217,4.8
23101507,240,4.78
8608311,246,4.93
27546981,247,4.84
18096306,249,4.87
21106596,249,4.86
15343221,251,4.78
10542403,261,4.97
21368941,265,4.99
15958616,268,4.71
8809662,278,4.75
25280093,280,4.84
23724012,287,4.91
23780677,304,4.85
7020322,315,4.8
25502416,329,4.74
1613892,350,4.77
4552932,356,4.95
2343987,441,4.76
38698346,457,4.86
16284824,485,4.93
13578244,496,4.94
16381317,541,4.93
51767925,1,1
16633159,1,5
43069039,1,4
7.90E+17,1,4
8.99E+17,1,5
34624526,1,1
37336048,1,4
43517424,1,5
8.19E+17,1,5
52254140,2,5
21748348,2,5
39191601,2,5
8.98E+17,2,5
8.16E+17,2,5
30108431,2,5
45220778,2,5
23274279,2,5
32654680,2,5
47276607,3,5
19893878,3,5
39623149,3,4
6.50E+17,4,5
41370307,4,5
8.49E+17,5,4.6
8.84E+17,5,5
5.85E+17,5,5
15615256,5,4.8
28440877,6,4.33
15132389,6,4.83
53843317,7,4.86
8.85E+17,7,4.71
16613766,8,4.75
8.69E+17,8,4.75
16688529,8,4.88
5.72E+17,9,4.33
46618297,9,4.89
41078150,9,4.89
10660007,9,4.22
2137730,9,4.78
8.84E+17,10,5
41861613,10,5
39009137,29,4.59
6.89E+17,30,4.67
33907708,31,4.81
5.79E+17,31,4.48
7.39E+17,32,4.94
6.39E+17,33,4.06
28282457,33,4.52
26002321,34,4.82
44517251,34,4.91
21998156,34,4.91
52861899,36,4.86
11455321,38,4.97
54376409,39,4.54
27573552,41,4.83
5.91E+17,43,4.86
19768378,48,4.98
6.40E+17,49,3.94
7.28E+17,50,5
19841607,51,4.94
30914797,52,4.96
46048577,53,4.98
4574014,53,4.87
26130196,55,4.91
19699547,60,4.88
27929757,62,4.87
26686977,64,4.55
23560608,69,4.9
35679103,73,4.79
6.05E+17,75,4.96
46338150,84,4.95
50187006,85,4.74
50679919,87,4.86
12885229,90,4.84
29128073,90,4.99
3199232,91,4.96
5030785,93,4.88
48888669,94,4.96
13641373,94,4.99
8846542,94,4.96
10860997,98,4.96
21012348,104,4.59
15981013,104,4.87
16518770,106,4.93
24161482,106,5
21422900,106,4.87
52365042,114,4.98
28869341,116,4.91
11413391,116,4.56
32361612,123,4.76
48502935,127,4.99
5111311,134,4.8
52636090,138,4.93
28786757,147,4.88
29002608,158,4.7
14236545,158,4.4
39356964,159,4.91
25605861,159,4.95
22416682,372,4.94
13802779,395,4.91
16629472,418,4.84
4922023,422,4.91
9854986,479,4.9
16380562,484,4.93
5132940,533,4.86
17231793,534,4.93
15014312,542,4.81
748316,723,4.87
453315,917,4.88
7990478,370,4.91
41611678,4,4
8550351,163,4.95
46004444,8,4.75
6.47E+17,21,5
16815528,101,4.99
54274637,75,4.96
39652312,87,4.75
898543,168,4.91
21473043,191,4.68
21088019,208,4.79
47467694,1,5
38013091,1,3
42811670,1,1
32182670,2,3.5
8.84E+17,2,5
37179241,2,5
8125413,3,4.67
8.84E+17,4,3
43957570,6,4.17
42811750,6,4.17
16830544,21,4.89
28778293,24,4.57
4943572,26,4.88
24633318,46,4.93
52406870,52,4.58
8118612,54,4.91
5.74E+17,63,4.6
6.00E+17,67,4.9
16732639,76,4.99
14258587,102,4.82
38184618,130,4.68
17639543,134,4.78
8309843,168,4.92
35578850,196,4.35
15194332,231,4.73
18330823,290,4.68
11868093,360,4.78
